date,SPY,AGG,GLD,EFA,EEM,VNQ,TLT,LQD,HYG,DBC
2020-01-01,0.005169698053168356,0.0002481658202478052,-0.013859745763011067,0.0013917643074069482,-0.0065696386221539785,-0.0017559026587694654,0.004814572528713652,-0.0027084705219058767,0.003948687692903306,-0.0010558080185111395
2020-01-02,-0.0008302843670134209,0.001379409709527232,0.012559853669409047,-0.003859567464182358,0.001821619233506099,0.008291231145874477,-0.0035916095096135358,0.0012214147688599313,0.0002620491632132068,-0.007714876209392862
2020-01-03,0.006596271900624102,-0.0038578803963074107,0.0006558854352906283,-0.008478477302500686,0.0010696557608636569,0.007192067891059601,-0.00402905380560117,0.0012126458889717905,0.0001603358095900153,0.008850970558197863
2020-01-06,0.014867469902554933,-0.0012537223632170073,0.003945306764284638,-0.012467734632475868,0.01122291333074744,-0.002576833674427486,0.004837211679540674,-0.0005243378392125718,-0.0026497036613545967,0.01178187010688316
2020-01-07,-0.0017363509458254683,0.002080723953119123,0.008109920481630149,0.006153723972216865,0.011204864318705978,0.002649003096382441,0.005406680370147393,0.002520050063787401,0.0015198276547710252,-0.0007891668900590523
2020-01-08,-0.0017361958124415525,-0.0030811471928296735,-0.008045074168659051,0.005375069233399561,0.005839272266410261,-0.008513714735610422,-0.0029734550120252773,-0.0037597839665633624,0.005642200751289443,0.003102963677770928
2020-01-09,0.015398348965757204,0.0008190615402253361,0.004194830714870095,0.005369645456150523,-0.0038705398709275563,0.007851153091110338,-0.011998014046450988,0.002425519142436759,-0.0033848453305971903,-0.02702833367430554
2020-01-10,0.007727767050521931,-0.0033388997664908653,-0.001874314199878522,-0.0008568918851115429,0.008649569415065037,-0.0005159289286537423,-0.00156716237948173,0.001913404113758626,-0.007568839611998989,-0.005106983547016349
2020-01-13,-0.003959925495590392,0.001254658162739685,0.007251861163437182,0.012685775939529197,-0.0008047291477618048,-0.0026377019580061086,0.004713411999217461,0.001546070375339823,0.0037026170534954607,0.012857976071530018
2020-01-14,0.005602900999936288,-1.0443014460494483e-05,-0.017102894818791518,-0.003991746028083547,-0.012029660588257862,-0.003556237856583883,0.013647668538380665,-0.0005690005369690053,0.0017933810189592603,-0.005136386802060083
2020-01-15,-0.0039026951249848795,-0.003990384558229335,-0.000494045723532719,0.008702460566979896,-0.004334758494124946,-0.00035606968819200846,-0.009055710998465919,0.007038608868720067,-0.005486541169966952,-0.0090902113345002
2020-01-16,-0.003924542045632008,0.003014232388035161,-0.004619176831326356,-6.390243959895962e-05,0.0011965411445282895,-0.004478858426987123,-0.003224575575539871,0.0019831521039526184,-0.0035372149481640988,0.028894595851953815
2020-01-17,0.002762519037704766,-0.0017716317086448668,0.0038573611481137813,-0.005087371666347235,0.010558972108021024,0.0073655097475366985,-0.0029436142383971026,-0.003540917923458046,-0.0041707484306209896,0.023116631083594807
2020-01-20,-0.01760260850858577,-0.001962279156372138,0.004166760394803232,0.005503403902549351,-0.0018429186280565142,-0.003915628590135693,0.010248925012426476,0.001057554101866186,-0.003492569271185968,0.0060893028780345
2020-01-21,-0.015822751012559696,0.0005847519522535931,-0.005477451065061631,0.0038904287713363997,-0.013472929371618193,0.01737650231132591,-0.00026413291613997615,0.0029631674496882246,-0.0014724775953145457,0.014547337667501794
2020-01-22,-0.004836927265540141,0.0029736591490686784,-0.0055146954332649534,0.003425981597260492,0.0008814854508434026,0.016008389931678184,-0.006858744097208273,-0.0021037939475985973,-0.001184541993196545,-0.02784573754162393
2020-01-23,-0.009094164039923167,-0.0024802653105112167,-0.0005888038661944461,0.0009945860834992743,0.0015245658097858958,-0.00923007303292353,0.004223339363645729,0.004236109726796515,-0.003120961586279166,-0.009723802809083528
2020-01-24,0.003445548662663677,0.00023478369231892516,-0.007025349332581617,-5.6407790997498747e-05,0.0023452958823006395,0.0010639228788646982,-0.003058779699730198,0.0015629993015747606,-0.0036620563544958844,-0.005722499963934882
2020-01-27,-0.008103830553411155,0.001159881096465787,0.007212658665028689,0.021341238882600814,0.010668457821012691,-0.006650417147349827,-0.009255497810678876,-0.008734688285264514,-0.0009942345610331857,-0.0027746570918843233
2020-01-28,-0.012868825128913887,0.0018258270499581105,-0.00270606245642019,0.010721939683326872,0.01179159880241822,-0.0031806062814824167,-0.006748731852026703,0.001251701228949243,0.001003816060080859,-0.005974301757968818
2020-01-29,0.014325269590241921,0.0005239560090803117,-0.0234885355403383,0.006652511794713331,-0.006499622738987455,0.021761442856308055,0.013108125069584711,-0.0014155983346922218,-0.0014352545570269395,-0.0319288987493423
2020-01-30,-0.0016571950345936834,-0.0008454581458272097,-0.0027520438064444225,0.0012637536757528847,-0.006748314884491315,-0.0029763199590544533,0.002904348719720487,0.0021493964741922354,0.005997863103668359,0.005061865751038321
2020-01-31,0.0011142720336437353,-0.0020059662647354767,-0.008187414154622446,0.009160069390867045,-0.011556649490239646,0.004175118571725211,0.0008145894514113099,0.0036878442640803054,0.002719251561710363,0.007047810901575044
2020-02-03,-0.012986414458135063,0.0002964272617556896,-0.013041432934213212,0.004846062306985421,0.008161920134539742,0.0061144664833181536,-0.001889019083290141,0.0008566908220412109,-0.007858379386956634,0.020380440450993537
2020-02-04,-0.004667742763571723,-0.0026221712983534105,-0.009816111338612793,0.0005088819744712054,0.01666617110008632,-0.010398273030238167,0.002208437663033755,0.00641310944935107,0.002798070010129456,-0.009733350495885983
2020-02-05,0.0015243104303031827,-0.0072817462270968565,0.0012134314844406747,-0.002399407927437997,-0.0033345980070095885,-0.00883975147600644,0.0021183846329815,-0.0005564009154240056,0.0032103849888884036,-0.010764612613664827
2020-02-06,-0.01039967654699517,0.0011793923881348416,0.011198005977587012,-0.00043584606291860055,-0.002499470046842826,-0.012597825300526914,0.0022085887436621085,0.002480637011220924,-0.0020321281496130834,-0.03356621809860281
2020-02-07,0.004026203064056298,0.0023570667850039014,0.002882200084206385,-0.027682749046663173,0.016869846122218687,-0.009170394426152377,0.0008681472804905607,0.003161444575522929,-0.007376357416332577,-0.0035001817910893084
2020-02-10,-0.005199311671412367,-0.005874665005674792,-0.004649335575153927,0.002135102600054574,0.005970582465077836,-0.030203493318513824,0.006567498121778984,-0.00024888555927352453,0.0001993828049931224,0.011551354013465026
